sr_no,HostTimestamp,NodeTimestamp,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y (dps),Z_dps,move_type
10,983863,134765.0,-88.0,-954.0,253.0,237.0,-231.0,-340.0,22.2,-46.4,-7.5,L
11,430796,62149.0,-331.0,-1184.0,292.0,193.0,-183.0,-385.0,-13.7,-12.2,23.4,S
4,402203,62053.0,-30.0,-997.0,138.0,262.0,-237.0,-334.0,0.6,2.8,1.4,R
7,1560851,206896.0,91.0,-1010.0,215.0,268.0,-216.0,-280.0,-94.6,16.5,15.3,U
18,768530,107846.0,-59.0,-986.0,39.0,270.0,-198.0,-264.0,-4.1,-5.4,3.0,L
15,176219,30324.0,-154.0,-677.0,-15.0,286.0,-118.0,-202.0,12.0,89.8,-20.4,S
73,1860277,237647.0,238.0,-153.0,967.0,-315.0,-456.0,-45.0,-0.6,0.0,2.0,R
44,310156,39723.0,5.0,-234.0,1005.0,-225.0,-454.0,-96.0,-0.1,-0.3,1.7,D
18,1507600,200240.0,-7.0,-1000.0,21.0,279.0,-237.0,-289.0,-30.7,0.4,9.2,U
42,987260,179986.0,-18.0,-78.0,1041.0,-267.0,-433.0,-109.0,0.7,-0.7,2.5,U
29,186289,43012.0,-90.0,-124.0,823.0,166.0,-120.0,-27.0,-11.0,23.3,26.3,W
29,817309,113946.0,-75.0,-1013.0,119.0,262.0,-319.0,-336.0,-3.5,-6.3,1.0,L
17,236481,49287.0,117.0,-322.0,1080.0,193.0,-165.0,-15.0,-73.1,-11.2,17.0,W
11,233682,30161.0,-67.0,-138.0,1078.0,-202.0,-436.0,-91.0,-2.3,-3.0,6.8,D
43,769790,108003.0,-33.0,-1009.0,1.0,283.0,-219.0,-279.0,3.7,-2.8,-8.8,L
24,1083020,191955.0,54.0,-122.0,974.0,-277.0,-445.0,-87.0,0.0,-3.2,5.7,U
87,656722,138661.0,-89.0,-81.0,915.0,-297.0,-417.0,-118.0,1.6,2.5,11.9,U
15,946964,130153.0,-81.0,-1012.0,128.0,249.0,-235.0,-321.0,-4.8,-27.8,1.6,L
78,647006,85967.0,298.0,-176.0,949.0,13.0,-438.0,10.0,-0.2,0.2,2.9,L
29,176909,30411.0,-145.0,-1087.0,431.0,145.0,-168.0,-414.0,13.4,-65.0,26.0,S
3,1808852,237903.0,-25.0,-1128.0,-14.0,223.0,-226.0,-340.0,-26.1,23.2,9.3,U
34,345140,62871.0,35.0,180.0,821.0,72.0,-111.0,-114.0,13.3,5.8,6.0,W
60,153950,38968.0,-3.0,360.0,960.0,55.0,-94.0,-114.0,2.3,0.7,0.0,W
55,531562,86178.0,-61.0,-10.0,988.0,136.0,-136.0,-36.0,-0.7,3.7,4.6,W
20,21045,13028.0,106.0,-65.0,1011.0,-264.0,-456.0,-72.0,-4.7,1.2,2.5,U
33,234764,30298.0,3.0,-105.0,1039.0,-219.0,-454.0,-75.0,1.2,-1.8,0.9,D
74,1860338,237653.0,227.0,-160.0,966.0,-321.0,-465.0,-42.0,0.0,1.5,1.4,R
60,2243160,292196.0,89.0,-1000.0,67.0,273.0,-268.0,-318.0,-2.1,0.7,5.7,D
29,69087,20409.0,-58.0,-1007.0,113.0,252.0,-165.0,-276.0,-1.5,-9.6,2.2,R
21,279079,91448.0,74.0,-73.0,1008.0,-376.0,-420.0,-82.0,0.2,1.1,3.4,R
2,233232,30105.0,50.0,-209.0,1057.0,-210.0,-462.0,-61.0,-22.4,19.8,1.5,D
71,118461,34531.0,89.0,-216.0,627.0,153.0,-202.0,-64.0,-3.9,20.5,68.7,W
72,1024933,139896.0,35.0,-996.0,-4.0,300.0,-285.0,-304.0,0.0,4.6,3.2,L
23,1322941,170472.0,100.0,67.0,1006.0,-570.0,-198.0,-132.0,-2.5,2.3,-6.1,L
56,1759596,225060.0,154.0,-191.0,954.0,-316.0,-448.0,-69.0,3.0,0.8,7.4,R
29,792717,104185.0,139.0,-232.0,995.0,-70.0,-460.0,-48.0,0.4,-2.1,6.2,L
57,238490,49537.0,0.0,136.0,979.0,111.0,-94.0,-76.0,-2.8,-2.6,3.2,W
91,347991,63228.0,-138.0,269.0,956.0,72.0,-73.0,-102.0,-1.4,-1.6,2.5,W
14,2141071,279434.0,-103.0,-976.0,-54.0,316.0,-189.0,-259.0,4.3,4.1,4.8,D
21,432411,110617.0,122.0,-31.0,1025.0,-432.0,-396.0,-46.0,-9.5,0.2,7.9,R
31,1472111,195803.0,-85.0,-913.0,-389.0,319.0,-216.0,-75.0,0.4,-3.1,0.0,U
17,605781,87496.0,-103.0,-968.0,56.0,247.0,-202.0,-292.0,10.5,37.9,13.5,R
29,93870,20030.0,-356.0,-629.0,296.0,189.0,-216.0,-403.0,-63.4,46.2,-54.7,S
42,1915775,244578.0,185.0,-146.0,992.0,-333.0,-453.0,-55.0,-1.5,-1.2,3.7,R
24,312208,47324.0,-127.0,-677.0,-30.0,280.0,-94.0,-193.0,17.6,70.4,-25.7,S
11,467332,78146.0,-213.0,336.0,884.0,195.0,-166.0,19.0,88.0,1.5,13.2,W
8,524903,77390.0,-116.0,-959.0,150.0,232.0,-178.0,-304.0,3.0,27.0,24.6,R
26,1508016,200290.0,-67.0,-984.0,-154.0,313.0,-205.0,-223.0,-24.5,7.2,8.6,U
74,526433,70896.0,162.0,-26.0,1006.0,-118.0,-468.0,-66.0,0.0,0.4,1.9,L
21,107299,33137.0,-25.0,483.0,906.0,19.0,-90.0,-160.0,0.1,0.2,2.5,W
69,445373,67446.0,-169.0,-992.0,85.0,244.0,-192.0,-273.0,-5.8,2.0,0.4,R
59,433196,62449.0,-55.0,-1017.0,152.0,223.0,-207.0,-363.0,-0.9,7.4,-3.7,S
7,286460,55534.0,-105.0,-335.0,269.0,201.0,-145.0,6.0,55.7,-22.4,41.4,W
19,329898,97805.0,101.0,-66.0,995.0,-358.0,-432.0,-78.0,-0.6,-3.4,0.8,R
31,157661,30110.0,-124.0,-60.0,1023.0,-271.0,-415.0,-123.0,4.1,-8.0,-1.4,D
14,1046809,187430.0,-97.0,-142.0,984.0,-217.0,-427.0,-124.0,1.4,-4.8,13.0,U
14,1466080,188353.0,-27.0,63.0,1024.0,-553.0,-244.0,-93.0,3.7,1.1,-0.7,L
23,525652,77484.0,-31.0,-1019.0,99.0,243.0,-208.0,-279.0,-7.1,-3.5,1.3,R
83,562462,90040.0,-121.0,147.0,1021.0,112.0,-63.0,-66.0,-1.4,-2.5,4.0,W
37,1063783,144759.0,-16.0,-994.0,113.0,256.0,-268.0,-357.0,-5.6,0.4,2.3,L
2,335204,42855.0,96.0,-259.0,976.0,-198.0,-468.0,-58.0,-4.8,-7.9,16.4,D
60,1594751,211134.0,15.0,-939.0,-184.0,339.0,-222.0,-162.0,-5.4,-7.2,1.1,U
39,1446912,192653.0,-57.0,-935.0,-233.0,325.0,-225.0,-129.0,1.8,-0.9,2.1,U
7,72045,19403.0,-203.0,-115.0,874.0,-157.0,-382.0,-172.0,6.8,-10.1,8.9,U
28,530212,86009.0,-31.0,399.0,1321.0,144.0,-112.0,-21.0,94.0,-40.5,7.1,W
28,2311199,300703.0,3.0,-976.0,91.0,241.0,-255.0,-364.0,-5.1,-2.2,-3.2,D
46,1133390,198248.0,51.0,-161.0,1013.0,-264.0,-445.0,-79.0,-5.7,3.9,-5.1,U
49,525204,70740.0,171.0,-21.0,1002.0,-103.0,-457.0,-64.0,3.4,-0.9,-1.7,L
38,2279609,296753.0,-169.0,-926.0,-24.0,297.0,-192.0,-267.0,-10.3,-7.2,-3.7,D
28,1022684,139621.0,7.0,-994.0,61.0,273.0,-223.0,-283.0,-3.8,-13.6,7.7,L
51,178019,30549.0,-197.0,-985.0,220.0,207.0,-180.0,-370.0,-0.8,0.4,0.4,S
57,313857,47530.0,-97.0,-1009.0,88.0,256.0,-163.0,-298.0,0.4,-4.9,-3.4,S
89,155390,39150.0,0.0,355.0,966.0,63.0,-85.0,-115.0,-0.4,0.4,3.5,W
39,1506874,193466.0,171.0,-171.0,977.0,-229.0,-459.0,-57.0,2.3,2.6,-0.3,L
124,121100,34862.0,-18.0,396.0,924.0,46.0,-124.0,-156.0,0.8,0.0,2.3,W
24,2409898,313040.0,-112.0,-1019.0,-127.0,312.0,-207.0,-247.0,4.4,4.2,6.6,D
38,1593641,210996.0,7.0,-943.0,-94.0,319.0,-222.0,-192.0,-11.4,-0.6,-1.6,U
29,986661,179905.0,-40.0,-118.0,990.0,-265.0,-429.0,-105.0,-0.2,0.8,0.0,U
5,1863003,244671.0,45.0,-1023.0,87.0,247.0,-235.0,-309.0,-22.0,-1.3,14.9,U
87,119248,34625.0,-66.0,-158.0,838.0,153.0,-156.0,-54.0,-43.1,21.7,-6.0,W
14,2474638,321134.0,-62.0,-1098.0,28.0,270.0,-243.0,-358.0,11.6,-4.8,-17.9,D
12,636232,91309.0,357.0,-1016.0,201.0,252.0,-240.0,-300.0,-6.1,23.9,10.0,R
61,238701,49562.0,20.0,143.0,1015.0,123.0,-78.0,-82.0,-2.1,1.4,5.0,W
27,236991,49350.0,-39.0,161.0,954.0,169.0,-81.0,-15.0,87.7,-33.9,5.3,W
17,1780203,234321.0,37.0,-971.0,-100.0,286.0,-220.0,-243.0,11.2,-11.3,-0.4,U
39,645055,85724.0,319.0,-181.0,934.0,10.0,-442.0,22.0,6.2,-0.2,3.7,L
7,639983,136567.0,-89.0,-152.0,992.0,-327.0,-387.0,-153.0,4.9,10.1,6.5,U
83,863758,113066.0,177.0,-230.0,989.0,64.0,-411.0,-12.0,1.6,-2.1,0.1,L
20,644095,85605.0,-37.0,-660.0,970.0,-36.0,-472.0,30.0,32.9,-3.6,105.4,L
40,211663,36860.0,82.0,-48.0,1102.0,-270.0,-447.0,-79.0,14.4,-14.6,1.6,D
24,279228,91467.0,87.0,-44.0,1026.0,-382.0,-418.0,-75.0,3.8,-4.9,3.4,R
16,442703,67115.0,-49.0,-989.0,142.0,258.0,-202.0,-303.0,-7.2,9.3,9.5,R
34,2311499,300740.0,78.0,-989.0,165.0,241.0,-265.0,-364.0,-3.2,0.5,0.0,D
7,330448,49605.0,-328.0,-1088.0,73.0,232.0,-177.0,-354.0,-9.7,-16.6,30.1,S
6,576831,128673.0,-12.0,-270.0,945.0,-219.0,-411.0,-156.0,0.8,0.9,8.8,U
24,984553,134853.0,7.0,-1017.0,200.0,255.0,-271.0,-352.0,3.8,-3.5,2.9,L
48,331369,97986.0,86.0,-63.0,1021.0,-358.0,-430.0,-75.0,0.6,-3.9,2.6,R
38,465671,63296.0,159.0,-16.0,995.0,-97.0,-465.0,-75.0,-0.3,0.0,0.0,L
13,430886,62161.0,-360.0,-1181.0,305.0,214.0,-186.0,-381.0,-27.6,4.6,18.0,S
34,590786,78940.0,178.0,-127.0,993.0,-39.0,-454.0,-45.0,-2.3,3.6,2.1,L
36,237442,49406.0,39.0,98.0,1020.0,121.0,-97.0,-76.0,-11.3,-9.7,5.5,W
35,380126,55818.0,29.0,-1173.0,378.0,199.0,-142.0,-336.0,40.7,-37.9,9.0,S
21,312057,47305.0,-566.0,-776.0,-16.0,271.0,-100.0,-231.0,-2.8,44.3,-16.9,S
24,577731,128786.0,-44.0,-185.0,919.0,-214.0,-399.0,-154.0,15.0,-4.9,10.3,U
69,532284,86265.0,-60.0,49.0,1051.0,144.0,-133.0,-34.0,-0.7,-1.2,1.9,W
62,1240811,166890.0,-69.0,-998.0,118.0,246.0,-265.0,-366.0,-1.4,1.8,3.5,L
43,2279850,296784.0,-59.0,-1009.0,0.0,288.0,-220.0,-297.0,18.9,5.4,-3.7,D
26,2475238,321209.0,-49.0,-976.0,71.0,253.0,-244.0,-367.0,-4.9,0.2,-1.4,D
14,1311091,175671.0,-94.0,-1020.0,258.0,246.0,-234.0,-358.0,3.3,-12.2,-7.7,L
34,2172721,283390.0,27.0,-1017.0,58.0,264.0,-238.0,-337.0,-8.8,2.7,5.5,D
2,859708,112560.0,206.0,73.0,1109.0,-331.0,-438.0,-60.0,-1.8,-13.8,17.4,L
4,1780986,227735.0,137.0,-70.0,870.0,-340.0,-454.0,-34.0,-19.3,-19.5,-33.7,R
35,557692,81490.0,-128.0,-991.0,-135.0,265.0,-201.0,-256.0,-29.8,-20.2,-8.8,R
2,449937,64543.0,71.0,-942.0,59.0,231.0,-207.0,-339.0,29.8,-10.3,14.5,S
9,98830,13305.0,-20.0,-178.0,975.0,-226.0,-447.0,-109.0,-5.6,-3.0,4.7,D
23,401089,106705.0,137.0,-49.0,980.0,-418.0,-409.0,-73.0,-2.1,3.0,2.8,R
8,151339,38643.0,-71.0,-23.0,514.0,168.0,-153.0,-52.0,45.5,-6.2,34.0,W
23,258538,40618.0,-122.0,-996.0,172.0,213.0,-165.0,-349.0,5.2,-4.0,-2.9,S
23,928284,172611.0,96.0,-68.0,1041.0,-286.0,-433.0,-91.0,7.6,8.4,1.8,U
58,275638,42755.0,-126.0,-631.0,-58.0,316.0,-138.0,-136.0,11.3,49.7,-21.9,S
13,1406102,180866.0,274.0,92.0,928.0,-586.0,-216.0,-52.0,0.1,-0.6,7.7,L
1,233172,30098.0,49.0,-217.0,1170.0,-205.0,-463.0,-64.0,11.0,5.8,2.1,D
27,792629,104172.0,114.0,-220.0,1009.0,-66.0,-463.0,-61.0,8.8,-3.5,3.7,L
47,587902,93221.0,-36.0,266.0,1055.0,105.0,-93.0,-87.0,-20.0,-11.3,-3.7,W
6,20356,12941.0,108.0,-67.0,1000.0,-267.0,-457.0,-67.0,-6.0,1.4,-7.7,U
38,1023193,139684.0,2.0,-1011.0,54.0,268.0,-229.0,-285.0,-3.5,-1.6,2.3,L
57,561173,89878.0,-77.0,135.0,981.0,114.0,-72.0,-73.0,2.5,-6.0,6.9,W
2,1731068,228178.0,-85.0,-1559.0,85.0,235.0,-199.0,-300.0,89.2,22.2,-28.0,U
27,152301,38762.0,-223.0,126.0,618.0,133.0,-103.0,-46.0,79.3,-18.9,16.2,W
6,175769,30268.0,-595.0,-1240.0,257.0,216.0,-183.0,-355.0,-40.0,-24.2,44.1,S
1,98439,13255.0,71.0,-157.0,1071.0,-237.0,-457.0,-82.0,18.0,33.2,4.0,D
32,769220,107934.0,3.0,-985.0,-20.0,283.0,-217.0,-259.0,-6.3,1.8,-10.2,L
0,237096,41409.0,-129.0,-1020.0,121.0,265.0,-225.0,-318.0,-2.7,-17.3,5.7,R
4,116636,26353.0,-25.0,-943.0,99.0,274.0,-253.0,-283.0,-8.4,10.1,11.4,R
32,237230,49381.0,42.0,-5.0,931.0,121.0,-94.0,-64.0,25.3,-15.4,1.9,W
6,612682,133155.0,13.0,-65.0,861.0,-306.0,-411.0,-129.0,2.7,8.6,-3.0,U
12,1844976,235735.0,103.0,-149.0,963.0,-210.0,-471.0,-36.0,7.9,-8.4,30.3,R
5,1809003,237915.0,128.0,-1134.0,304.0,238.0,-235.0,-330.0,-20.3,7.5,19.1,U
3,186312,33691.0,-270.0,-35.0,967.0,-283.0,-393.0,-150.0,-21.8,3.0,14.7,D
2,466883,78090.0,-24.0,-428.0,1379.0,172.0,-262.0,-12.0,-46.9,3.5,16.1,W
26,220219,84092.0,106.0,-84.0,999.0,-363.0,-418.0,-96.0,1.1,3.3,-0.9,R
73,1024963,139903.0,32.0,-994.0,-13.0,298.0,-283.0,-303.0,-2.3,6.4,5.4,L
66,890774,123128.0,-3.0,-984.0,93.0,274.0,-295.0,-346.0,-1.0,-0.2,0.7,L
20,2084138,272315.0,-33.0,-999.0,-34.0,279.0,-231.0,-301.0,31.3,-18.0,-57.1,D
35,468532,78296.0,-93.0,97.0,1299.0,114.0,-109.0,-66.0,39.2,-15.2,17.9,W
30,2410199,313078.0,-80.0,-975.0,8.0,264.0,-222.0,-324.0,29.2,-16.8,-33.0,D
47,2411038,313184.0,67.0,-998.0,107.0,259.0,-243.0,-354.0,-1.6,0.9,-1.3,D
37,21884,13135.0,56.0,-65.0,1039.0,-259.0,-453.0,-79.0,4.3,0.6,1.8,U
60,890474,123090.0,-66.0,-1012.0,121.0,265.0,-300.0,-346.0,0.5,-1.3,-1.2,L
40,185249,79717.0,172.0,-73.0,969.0,-423.0,-405.0,-61.0,-5.5,5.0,2.6,R
37,1506784,193453.0,166.0,-161.0,1020.0,-234.0,-457.0,-54.0,1.0,3.9,-1.1,L
46,94709,20136.0,17.0,-970.0,271.0,204.0,-216.0,-385.0,-0.9,-2.0,-0.4,S
82,526855,70946.0,165.0,-48.0,1000.0,-115.0,-475.0,-69.0,-0.8,-1.1,1.5,L
20,1640093,210116.0,413.0,-118.0,912.0,-421.0,-421.0,-18.0,-0.2,-1.7,3.3,L
13,2401348,311971.0,-33.0,6.0,1009.0,-430.0,-441.0,-477.0,-2.1,0.2,0.3,D
9,887924,122771.0,-33.0,-960.0,-35.0,268.0,-207.0,-253.0,-5.1,-27.5,7.7,L
13,286761,55571.0,-155.0,159.0,1289.0,144.0,-145.0,-66.0,2.2,4.6,-18.4,W
5,402263,62059.0,-5.0,-979.0,88.0,259.0,-238.0,-333.0,0.0,1.7,3.3,R
50,1997191,261446.0,-74.0,-1099.0,-54.0,267.0,-223.0,-294.0,-11.4,-4.9,-0.3,D
37,656206,92435.0,29.0,-234.0,989.0,-210.0,-457.0,-88.0,1.1,-1.8,1.1,D
1,20084,12910.0,-8.0,-125.0,956.0,-247.0,-451.0,-90.0,17.4,-23.4,0.4,U
14,1757495,224797.0,170.0,-246.0,942.0,-316.0,-456.0,-57.0,6.5,-7.4,13.8,R
19,590037,78846.0,208.0,-129.0,990.0,-30.0,-456.0,-46.0,-5.5,-0.4,0.6,L
27,238435,41578.0,53.0,-1016.0,167.0,250.0,-225.0,-304.0,-10.1,19.4,22.7,R
19,1631321,215709.0,-96.0,-1008.0,-218.0,324.0,-198.0,-136.0,-17.6,-1.5,-10.4,U
3,2198280,286584.0,-157.0,-876.0,-140.0,337.0,-205.0,-226.0,4.2,2.6,2.9,D
41,627706,88872.0,55.0,-93.0,1019.0,-226.0,-465.0,-73.0,-1.4,0.0,2.1,D
147,439196,74628.0,-65.0,60.0,1009.0,123.0,-124.0,-52.0,0.6,-2.3,1.6,W
39,234058,37555.0,-147.0,-873.0,116.0,228.0,-208.0,-355.0,-9.3,4.4,-1.0,S
27,279379,91486.0,122.0,-69.0,1005.0,-372.0,-436.0,-78.0,-3.0,-2.4,3.1,R
11,1714356,219403.0,366.0,-52.0,972.0,-372.0,-441.0,-39.0,-5.1,0.8,8.8,R
32,590696,78927.0,192.0,-129.0,967.0,-42.0,-459.0,-43.0,-1.7,-0.4,2.5,L
33,107899,33212.0,-21.0,459.0,857.0,15.0,-84.0,-166.0,0.4,-0.2,4.9,W
22,376430,66784.0,-68.0,-539.0,609.0,208.0,-150.0,55.0,-28.6,14.4,14.7,W
13,1507361,200209.0,23.0,-1048.0,206.0,259.0,-240.0,-318.0,24.2,16.9,2.2,U
18,20956,13016.0,91.0,-72.0,1050.0,-261.0,-462.0,-70.0,1.1,-0.7,2.2,U
32,433783,55180.0,4.0,-125.0,1008.0,-234.0,-460.0,-72.0,-4.1,-0.4,2.3,D
11,2270399,295603.0,-61.0,-990.0,128.0,255.0,-211.0,-351.0,0.4,-3.3,0.4,D
76,154761,39068.0,9.0,337.0,954.0,61.0,-99.0,-120.0,0.8,1.3,1.6,W
31,350484,55584.0,-132.0,-994.0,91.0,253.0,-190.0,-276.0,2.7,-7.2,1.8,R
6,335450,42880.0,137.0,-239.0,964.0,-193.0,-471.0,-57.0,1.5,7.0,2.8,D
43,234268,37580.0,-91.0,-1015.0,154.0,217.0,-201.0,-360.0,-1.0,0.8,-3.2,S
42,889574,122978.0,-15.0,-999.0,116.0,256.0,-235.0,-340.0,-0.9,-4.0,5.8,L
8,192221,24980.0,42.0,-234.0,1086.0,-222.0,-457.0,-81.0,2.3,6.0,7.9,D
22,331197,49699.0,-33.0,-678.0,-85.0,303.0,-156.0,-216.0,48.7,57.1,-25.6,S
19,151911,38712.0,74.0,-167.0,1010.0,160.0,-171.0,-70.0,-61.6,22.5,5.5,W
58,591985,79090.0,179.0,-105.0,1008.0,-40.0,-463.0,-46.0,-0.3,-1.1,1.2,L
5,927385,172498.0,109.0,-184.0,697.0,-276.0,-457.0,-70.0,6.3,8.7,-0.1,U
12,525113,77415.0,73.0,-988.0,175.0,237.0,-193.0,-289.0,-5.5,18.8,-15.0,R
29,468233,78259.0,-69.0,-270.0,507.0,178.0,-133.0,55.0,62.0,2.4,22.6,W
40,2370958,308171.0,91.0,-1030.0,194.0,238.0,-255.0,-387.0,-0.9,0.0,1.8,D
10,654856,92266.0,21.0,-223.0,958.0,-204.0,-451.0,-87.0,0.3,2.4,-0.4,D
28,1162190,201855.0,65.0,-73.0,1043.0,-279.0,-453.0,-76.0,0.7,4.2,2.5,U
33,606531,87596.0,-67.0,-990.0,149.0,240.0,-217.0,-319.0,-1.4,-3.4,1.8,R
25,1278221,171565.0,13.0,-1013.0,81.0,280.0,-250.0,-330.0,-3.0,-5.2,-0.6,L
29,1466733,188447.0,-79.0,68.0,1031.0,-552.0,-237.0,-85.0,2.8,2.6,1.9,L
73,470421,78534.0,-159.0,67.0,1019.0,130.0,-118.0,-55.0,1.7,-1.4,2.1,W
23,1561630,206996.0,19.0,-916.0,-389.0,334.0,-246.0,-97.0,1.9,-3.2,0.7,U
23,220070,84073.0,27.0,-119.0,1012.0,-361.0,-420.0,-99.0,1.7,-2.1,0.6,R
1,208619,34374.0,-88.0,-966.0,-6.0,264.0,-187.0,-286.0,2.9,-4.9,4.0,S
20,1166622,157615.0,-7.0,-951.0,67.0,244.0,-175.0,-304.0,1.1,-0.1,-10.6,L
17,237925,41515.0,88.0,-988.0,142.0,247.0,-246.0,-318.0,1.1,14.2,9.5,R
44,351114,55665.0,-79.0,-999.0,111.0,249.0,-204.0,-277.0,-3.8,-6.5,-4.2,R
2,71775,19372.0,-206.0,-160.0,998.0,-145.0,-385.0,-169.0,10.7,-0.7,-1.1,U
16,1616074,207116.0,303.0,-52.0,927.0,-411.0,-426.0,-40.0,5.2,0.6,3.2,L
6,2171311,283215.0,-17.0,-939.0,-124.0,336.0,-192.0,-216.0,-0.3,-1.4,4.6,D
5,1615503,207047.0,361.0,-73.0,911.0,-436.0,-415.0,-39.0,1.1,6.7,10.0,L
26,488629,117648.0,-10.0,-55.0,1020.0,-261.0,-448.0,-82.0,10.9,-0.3,9.0,U
24,947414,130209.0,-28.0,-969.0,44.0,264.0,-298.0,-315.0,-7.8,-24.6,0.0,L
66,352224,55803.0,-34.0,-1002.0,90.0,255.0,-219.0,-280.0,-2.6,-2.2,2.3,R
22,1278071,171546.0,-34.0,-990.0,2.0,285.0,-255.0,-321.0,-12.1,-2.3,4.4,L
9,1082270,191861.0,37.0,-109.0,1031.0,-273.0,-453.0,-91.0,5.7,3.7,-1.4,U
21,302869,94423.0,136.0,-49.0,1056.0,-381.0,-417.0,-85.0,10.5,-11.5,-1.1,R
17,1166472,157596.0,-63.0,-993.0,121.0,244.0,-187.0,-298.0,0.0,-10.6,-2.2,L
31,1562051,207046.0,60.0,-903.0,-342.0,330.0,-235.0,-100.0,6.6,-1.6,2.7,U
43,2173170,283446.0,38.0,-1045.0,94.0,262.0,-237.0,-331.0,6.5,4.2,-1.7,D
32,1137583,153984.0,-93.0,-987.0,52.0,249.0,-199.0,-292.0,-3.9,-5.3,0.6,L
33,431876,62286.0,144.0,-1055.0,356.0,235.0,-136.0,-292.0,51.2,1.4,0.4,S
36,157931,30141.0,-124.0,-92.0,989.0,-267.0,-423.0,-121.0,-3.7,-3.2,1.7,D
31,644666,85674.0,371.0,-146.0,968.0,0.0,-444.0,30.0,-1.8,-3.1,6.5,L
21,178826,34128.0,-53.0,-1001.0,54.0,268.0,-229.0,-298.0,-6.1,4.9,0.5,R
7,1405821,180828.0,232.0,26.0,932.0,-600.0,-166.0,-61.0,-14.5,-22.7,40.3,L
3,625818,88635.0,90.0,-48.0,1298.0,-244.0,-459.0,-67.0,23.5,10.2,4.1,D
62,1139082,154171.0,0.0,-984.0,73.0,262.0,-250.0,-334.0,-1.6,-7.2,1.1,L
5,1131313,197992.0,-18.0,-242.0,1005.0,-243.0,-441.0,-115.0,2.1,-10.3,-5.6,U
43,310092,39717.0,11.0,-237.0,979.0,-223.0,-445.0,-91.0,1.8,-1.4,1.9,D
44,1239911,166778.0,-104.0,-1019.0,152.0,247.0,-223.0,-342.0,-2.1,0.1,7.2,L
11,151446,75492.0,45.0,-56.0,1035.0,-384.0,-429.0,-73.0,3.4,2.8,-0.1,R
41,433400,110742.0,80.0,-42.0,996.0,-384.0,-420.0,-78.0,-7.3,-2.5,6.0,R
40,654383,138367.0,-50.0,-241.0,1003.0,-298.0,-406.0,-132.0,-8.1,-6.5,-0.2,U
16,73444,17474.0,591.0,-724.0,357.0,280.0,-142.0,-225.0,89.8,58.3,-21.0,S
13,2310450,300609.0,-166.0,-1237.0,268.0,243.0,-205.0,-369.0,39.7,1.4,-18.9,D
58,187729,43193.0,-61.0,338.0,973.0,70.0,-103.0,-124.0,1.4,1.3,2.3,W
61,588622,93309.0,-56.0,218.0,1009.0,93.0,-76.0,-96.0,1.6,-3.5,3.8,W
7,50880,14655.0,-822.0,-1365.0,432.0,204.0,-193.0,-388.0,-38.5,-24.9,22.4,S
25,1238982,166659.0,7.0,-971.0,68.0,258.0,-222.0,-300.0,-3.2,-9.4,6.2,L
34,496821,81834.0,-91.0,18.0,1099.0,138.0,-97.0,-40.0,31.5,7.7,6.7,W
6,487403,72703.0,-13.0,-1000.0,87.0,265.0,-252.0,-310.0,-1.4,14.6,0.0,R
40,1641064,210241.0,411.0,-97.0,920.0,-403.0,-420.0,-21.0,1.0,2.3,1.8,L
71,55551,63498.0,94.0,-99.0,1002.0,-369.0,-426.0,-82.0,-0.6,-0.9,3.5,R
65,378592,67053.0,-68.0,209.0,976.0,91.0,-111.0,-97.0,0.9,0.0,2.6,W
14,275815,46253.0,192.0,-919.0,-224.0,297.0,-303.0,-232.0,-1.1,-6.3,4.2,R
23,379527,55743.0,-258.0,-632.0,-226.0,295.0,-108.0,-141.0,-6.0,55.0,-13.0,S
52,24115,3967.0,-26.0,-127.0,1016.0,-228.0,-439.0,-108.0,-1.4,-1.8,2.1,D
1,1756836,224716.0,-88.0,-454.0,1040.0,-187.0,-457.0,-73.0,0.2,-11.1,-33.7,R
30,186350,43018.0,-115.0,-226.0,651.0,174.0,-102.0,-27.0,-1.8,19.1,21.2,W
30,1110350,195373.0,93.0,-93.0,950.0,-292.0,-454.0,-72.0,-3.0,3.7,0.5,U
43,2142511,279615.0,-26.0,-1019.0,-21.0,304.0,-216.0,-273.0,-5.6,4.8,1.3,D
7,2111821,275778.0,-137.0,-925.0,-300.0,309.0,-180.0,-246.0,5.6,-3.9,8.8,D
34,1840263,241828.0,-101.0,-909.0,-409.0,325.0,-169.0,-48.0,-1.2,-0.2,1.1,U
3,1310532,175603.0,374.0,-902.0,-10.0,256.0,-198.0,-255.0,2.1,60.0,-3.2,L
50,862108,112860.0,192.0,-258.0,960.0,70.0,-399.0,-9.0,0.0,2.2,0.7,L
52,288712,55815.0,-71.0,137.0,988.0,103.0,-103.0,-72.0,-0.9,-2.5,2.8,W
50,588052,93240.0,-21.0,221.0,1011.0,90.0,-96.0,-93.0,-7.4,-9.3,6.3,W
10,1082299,191867.0,60.0,-107.0,1007.0,-283.0,-448.0,-94.0,4.5,4.7,-0.4,U
12,442524,67090.0,38.0,-965.0,96.0,255.0,-228.0,-318.0,-19.0,11.9,-5.6,R
56,1916378,244660.0,202.0,-108.0,1037.0,-330.0,-454.0,-63.0,7.2,2.3,2.8,R
10,1046598,187405.0,-161.0,-178.0,855.0,-232.0,-403.0,-148.0,2.8,-17.6,23.6,U
