sr_no,HostTimestamp,NodeTimestamp,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y_dps,Z_dps,move_type
40,269955,34698.0,90.0,-201.0,976.0,-234.0,-456.0,-70.0,-0.7,0.3,3.7,D
41,270011,34705.0,68.0,-205.0,990.0,-234.0,-456.0,-70.0,2.8,-0.3,2.1,D
42,270126,34717.0,83.0,-187.0,1019.0,-237.0,-462.0,-70.0,-0.9,-1.9,2.5,D
43,270126,34711.0,83.0,-187.0,1019.0,-237.0,-462.0,-70.0,0.9,-1.6,1.7,D
44,270214,34723.0,70.0,-199.0,969.0,-237.0,-454.0,-78.0,-3.4,-0.8,2.2,D
45,270229,34730.0,63.0,-216.0,991.0,-231.0,-469.0,-69.0,2.9,2.2,4.2,D
46,270255,34736.0,96.0,-192.0,976.0,-225.0,-462.0,-70.0,0.0,1.4,1.1,D
47,270313,34742.0,90.0,-200.0,963.0,-241.0,-460.0,-61.0,2.0,0.7,0.4,D
48,270372,34748.0,97.0,-193.0,1026.0,-240.0,-463.0,-79.0,0.4,1.6,1.4,D
49,270402,34755.0,88.0,-193.0,985.0,-231.0,-466.0,-67.0,-1.6,2.3,2.5,D
50,270463,34761.0,95.0,-184.0,1029.0,-238.0,-463.0,-72.0,1.0,0.0,2.7,D
51,270523,34767.0,92.0,-186.0,1001.0,-235.0,-454.0,-79.0,-2.5,0.0,4.8,D
52,270552,34773.0,75.0,-194.0,974.0,-228.0,-463.0,-78.0,-2.4,-0.8,6.1,D
0,307980,39448.0,200.0,-213.0,914.0,-256.0,-480.0,-40.0,-2.1,10.0,5.6,D
1,307995,39455.0,185.0,-210.0,932.0,-255.0,-480.0,-39.0,-0.7,14.2,4.4,D
2,308052,39461.0,169.0,-206.0,958.0,-249.0,-478.0,-46.0,4.5,15.1,6.8,D
3,308113,39467.0,171.0,-206.0,1043.0,-253.0,-478.0,-58.0,6.8,16.1,6.9,D
4,308141,39473.0,150.0,-212.0,1044.0,-243.0,-480.0,-55.0,5.1,11.9,8.3,D
5,308204,39480.0,146.0,-207.0,1054.0,-255.0,-466.0,-64.0,-2.1,13.1,10.1,D
6,308262,39486.0,120.0,-222.0,1013.0,-237.0,-463.0,-64.0,-4.7,8.6,12.8,D
7,308292,39492.0,120.0,-222.0,1013.0,-232.0,-469.0,-69.0,-4.7,8.6,12.8,D
8,308352,39498.0,88.0,-241.0,989.0,-229.0,-469.0,-70.0,-2.3,3.2,9.8,D
9,308413,39505.0,68.0,-255.0,986.0,-229.0,-468.0,-76.0,-2.3,3.2,9.8,D
10,308442,39511.0,58.0,-272.0,894.0,-214.0,-472.0,-73.0,-11.4,11.7,12.2,D
11,308503,39517.0,50.0,-275.0,938.0,-210.0,-468.0,-72.0,1.8,3.2,8.6,D
12,308563,39523.0,62.0,-262.0,950.0,-214.0,-462.0,-84.0,4.2,8.1,5.6,D
13,308592,39530.0,26.0,-260.0,1019.0,-214.0,-454.0,-76.0,6.9,10.0,5.3,D
14,308653,39536.0,68.0,-243.0,1034.0,-211.0,-456.0,-81.0,11.2,9.8,3.5,D
15,308713,39542.0,76.0,-236.0,1089.0,-217.0,-456.0,-85.0,10.7,7.7,-2.8,D
16,308742,39548.0,42.0,-219.0,1077.0,-228.0,-460.0,-82.0,6.7,9.4,-1.7,D
17,308804,39555.0,56.0,-198.0,1069.0,-226.0,-454.0,-91.0,10.5,-4.5,-1.9,D
18,308863,39561.0,72.0,-194.0,1081.0,-226.0,-447.0,-85.0,-0.7,-0.7,1.6,D
19,308893,39567.0,44.0,-209.0,973.0,-219.0,-459.0,-85.0,-6.9,1.4,3.9,D
20,308953,39573.0,39.0,-220.0,980.0,-229.0,-454.0,-84.0,-3.4,-0.9,4.4,D
21,309014,39580.0,20.0,-235.0,947.0,-222.0,-451.0,-93.0,-3.0,2.1,3.3,D
22,309042,39586.0,12.0,-238.0,1007.0,-223.0,-456.0,-85.0,2.3,-0.2,0.9,D
23,309103,39592.0,27.0,-228.0,976.0,-229.0,-462.0,-82.0,0.6,1.4,-0.2,D
24,309163,39598.0,45.0,-223.0,1007.0,-223.0,-462.0,-81.0,1.4,1.2,-0.4,D
25,309192,39605.0,43.0,-220.0,973.0,-226.0,-453.0,-90.0,0.0,3.2,0.0,D
26,309253,39611.0,38.0,-218.0,998.0,-231.0,-453.0,-88.0,1.7,3.0,1.1,D
27,309313,39617.0,33.0,-216.0,982.0,-229.0,-454.0,-85.0,0.7,3.7,0.8,D
28,309342,39623.0,25.0,-216.0,1009.0,-226.0,-445.0,-90.0,0.6,2.4,1.4,D
29,309403,39630.0,17.0,-219.0,1008.0,-223.0,-463.0,-87.0,0.0,1.7,1.3,D
30,309464,39636.0,20.0,-214.0,1022.0,-234.0,-442.0,-88.0,0.0,0.4,1.4,D
31,309513,39642.0,16.0,-218.0,977.0,-222.0,-453.0,-91.0,-3.6,0.4,2.2,D
32,309553,39648.0,19.0,-216.0,987.0,-222.0,-451.0,-87.0,-1.1,-1.4,2.3,D
33,309613,39655.0,21.0,-221.0,997.0,-223.0,-441.0,-94.0,-2.5,0.9,3.2,D
34,309642,39661.0,22.0,-235.0,975.0,-225.0,-447.0,-91.0,-2.8,0.7,2.5,D
35,309704,39667.0,18.0,-237.0,985.0,-211.0,-453.0,-93.0,-0.7,0.7,1.6,D
36,309764,39673.0,19.0,-237.0,991.0,-216.0,-442.0,-93.0,0.6,-0.1,1.2,D
37,309792,39680.0,8.0,-229.0,986.0,-229.0,-444.0,-82.0,0.0,-0.1,1.4,D
38,309853,39686.0,25.0,-217.0,1014.0,-237.0,-444.0,-84.0,1.7,-2.5,1.6,D
39,309913,39692.0,26.0,-218.0,994.0,-220.0,-448.0,-84.0,-2.7,-1.3,2.4,D
40,309942,39698.0,33.0,-218.0,993.0,-220.0,-451.0,-90.0,-1.8,-1.6,3.2,D
41,310003,39705.0,31.0,-231.0,958.0,-219.0,-450.0,-84.0,-1.0,-0.4,3.1,D
42,310063,39711.0,13.0,-239.0,985.0,-217.0,-441.0,-90.0,-0.2,0.7,3.2,D
43,310092,39717.0,11.0,-237.0,979.0,-223.0,-445.0,-91.0,1.8,-1.4,1.9,D
44,310156,39723.0,5.0,-234.0,1005.0,-225.0,-454.0,-96.0,-0.1,-0.3,1.7,D
45,310212,39730.0,19.0,-232.0,988.0,-231.0,-448.0,-94.0,0.4,-0.7,1.1,D
46,310299,39736.0,19.0,-232.0,988.0,-228.0,-454.0,-91.0,0.4,-0.7,1.1,D
47,310322,39742.0,22.0,-225.0,993.0,-228.0,-447.0,-87.0,1.1,0.6,1.7,D
48,310420,39748.0,23.0,-228.0,981.0,-228.0,-450.0,-90.0,1.3,-0.5,1.9,D
49,310420,39755.0,23.0,-228.0,981.0,-222.0,-450.0,-82.0,1.3,-0.5,1.9,D
50,310455,39761.0,7.0,-231.0,978.0,-222.0,-450.0,-85.0,0.6,-0.1,2.5,D
51,310513,39767.0,8.0,-229.0,976.0,-237.0,-451.0,-87.0,4.2,-4.7,1.6,D
52,310542,39773.0,-12.0,-235.0,991.0,-219.0,-447.0,-91.0,-1.6,2.3,2.3,D
53,310603,39780.0,5.0,-227.0,935.0,-232.0,-456.0,-88.0,5.6,-4.9,-2.1,D
54,310663,39786.0,5.0,-227.0,935.0,-234.0,-448.0,-73.0,17.4,-15.4,-4.0,D
55,310692,39792.0,62.0,-215.0,1045.0,-231.0,-456.0,-81.0,-1.1,1.3,-0.5,D
56,310753,39798.0,55.0,-210.0,1003.0,-234.0,-457.0,-76.0,-1.8,-2.3,-0.5,D
57,310812,39805.0,45.0,-208.0,964.0,-240.0,-457.0,-81.0,-1.8,-2.3,-0.5,D
1,335142,42848.0,158.0,-250.0,1032.0,-211.0,-469.0,-61.0,-1.6,8.1,8.4,D
2,335204,42855.0,96.0,-259.0,976.0,-198.0,-468.0,-58.0,-4.8,-7.9,16.4,D
3,335319,42861.0,95.0,-259.0,984.0,-195.0,-480.0,-52.0,0.2,-1.1,7.2,D
4,335320,42867.0,137.0,-239.0,964.0,-190.0,-471.0,-55.0,0.2,-1.1,7.2,D
5,335450,42873.0,137.0,-239.0,964.0,-195.0,-475.0,-55.0,1.5,7.0,2.8,D
6,335450,42880.0,137.0,-239.0,964.0,-193.0,-471.0,-57.0,1.5,7.0,2.8,D
7,335452,42886.0,149.0,-242.0,946.0,-198.0,-471.0,-52.0,6.0,4.6,6.1,D
8,335504,42892.0,78.0,-258.0,1043.0,-202.0,-465.0,-60.0,2.6,1.2,4.4,D
9,335564,42898.0,97.0,-249.0,1005.0,-192.0,-466.0,-61.0,-1.1,0.7,1.7,D
10,335592,42905.0,131.0,-241.0,980.0,-196.0,-466.0,-67.0,0.2,-1.1,0.6,D
11,335654,42911.0,111.0,-247.0,973.0,-198.0,-460.0,-67.0,0.9,-0.8,1.3,D
12,335713,42917.0,89.0,-245.0,982.0,-192.0,-468.0,-66.0,-0.2,-0.4,1.6,D
13,335742,42923.0,109.0,-240.0,973.0,-196.0,-477.0,-61.0,0.0,0.1,1.1,D
14,335803,42930.0,121.0,-241.0,1000.0,-199.0,-480.0,-66.0,2.5,-0.8,1.1,D
15,335863,42936.0,113.0,-244.0,991.0,-205.0,-472.0,-64.0,0.0,-0.1,1.5,D
16,335892,42942.0,114.0,-246.0,978.0,-195.0,-469.0,-63.0,0.0,-0.1,1.5,D
17,335953,42948.0,108.0,-253.0,976.0,-195.0,-475.0,-63.0,0.0,-0.5,2.5,D
18,336014,42955.0,108.0,-253.0,983.0,-189.0,-471.0,-63.0,0.7,-1.7,1.5,D
19,336042,42961.0,120.0,-247.0,983.0,-202.0,-471.0,-63.0,0.7,-1.7,1.5,D
20,336103,42967.0,112.0,-249.0,969.0,-193.0,-478.0,-66.0,1.0,-1.8,0.6,D
21,336164,42973.0,110.0,-248.0,974.0,-192.0,-475.0,-66.0,0.0,-0.4,0.7,D
22,336193,42980.0,112.0,-246.0,958.0,-196.0,-471.0,-60.0,-1.1,0.0,0.7,D
23,343456,43886.0,-140.0,-211.0,917.0,-183.0,-445.0,-96.0,-28.4,-3.7,21.3,D
24,343513,43892.0,-93.0,-189.0,830.0,-174.0,-444.0,-94.0,-8.1,2.7,5.8,D
25,343542,43898.0,-120.0,-185.0,909.0,-171.0,-447.0,-99.0,7.4,14.0,-2.1,D
26,343603,43905.0,-90.0,-192.0,1014.0,-183.0,-444.0,-99.0,14.0,0.4,-5.1,D
27,343664,43911.0,-34.0,-185.0,1111.0,-195.0,-456.0,-105.0,10.7,2.6,-7.8,D
28,343692,43917.0,-4.0,-166.0,1077.0,-196.0,-445.0,-97.0,-2.8,1.3,-2.8,D
29,343753,43923.0,-49.0,-155.0,995.0,-193.0,-439.0,-99.0,-6.9,-0.6,2.3,D
30,343814,43930.0,-22.0,-152.0,1005.0,-193.0,-432.0,-100.0,-3.5,-7.0,2.6,D
31,343842,43936.0,-74.0,-174.0,964.0,-193.0,-448.0,-94.0,-4.6,-1.4,5.1,D
32,343904,43942.0,-63.0,-178.0,992.0,-189.0,-442.0,-90.0,-0.2,-2.4,2.5,D
33,343964,43948.0,-49.0,-181.0,989.0,-186.0,-447.0,-100.0,0.0,0.7,2.0,D
34,343992,43955.0,-71.0,-188.0,997.0,-195.0,-442.0,-97.0,0.2,-1.3,1.2,D
35,344053,43961.0,-48.0,-180.0,1004.0,-183.0,-447.0,-97.0,2.1,-2.1,-1.1,D
36,344114,43967.0,-51.0,-176.0,994.0,-189.0,-444.0,-103.0,0.2,-0.6,-1.2,D
37,344163,43973.0,-44.0,-180.0,978.0,-189.0,-451.0,-100.0,5.1,-3.6,-0.9,D
38,344204,43980.0,-27.0,-156.0,1025.0,-196.0,-445.0,-96.0,1.4,-0.7,0.2,D
39,344264,43986.0,-18.0,-163.0,1005.0,-192.0,-448.0,-97.0,-0.3,-2.0,1.8,D
40,344292,43992.0,-42.0,-182.0,1002.0,-192.0,-445.0,-88.0,-1.8,-0.5,3.0,D
41,344353,43998.0,-42.0,-180.0,977.0,-193.0,-447.0,-97.0,-0.5,0.3,2.5,D
42,344413,44005.0,-53.0,-194.0,977.0,-190.0,-442.0,-93.0,1.2,-0.7,1.0,D
43,344442,44011.0,-38.0,-182.0,1017.0,-195.0,-441.0,-91.0,3.5,-2.0,-1.5,D
44,344503,44017.0,-35.0,-171.0,1016.0,-199.0,-445.0,-99.0,0.4,-0.2,0.5,D
45,344564,44023.0,-55.0,-161.0,1005.0,-192.0,-442.0,-100.0,0.0,-1.9,0.9,D
46,344593,44030.0,-27.0,-157.0,1023.0,-192.0,-445.0,-93.0,-0.6,-3.7,1.6,D
47,344653,44036.0,-33.0,-170.0,997.0,-190.0,-442.0,-90.0,-2.4,1.2,3.2,D
48,344713,44042.0,-20.0,-185.0,969.0,-207.0,-444.0,-94.0,0.7,-0.6,0.8,D
49,344743,44048.0,-41.0,-192.0,1001.0,-199.0,-442.0,-97.0,1.9,2.2,-0.2,D
50,344804,44055.0,-53.0,-181.0,1006.0,-199.0,-448.0,-90.0,1.3,0.9,-1.0,D
51,344863,44061.0,-46.0,-166.0,1005.0,-201.0,-442.0,-97.0,2.1,-0.2,-2.5,D
52,344892,44067.0,-17.0,-153.0,1032.0,-199.0,-451.0,-91.0,2.3,-1.8,-1.5,D
53,344953,44073.0,-9.0,-161.0,1004.0,-205.0,-444.0,-105.0,-1.1,0.4,0.9,D
54,345012,44080.0,-26.0,-167.0,1017.0,-202.0,-453.0,-88.0,-0.7,-3.0,2.2,D
55,345043,44086.0,-40.0,-181.0,997.0,-199.0,-453.0,-96.0,2.1,-7.0,0.2,D
56,345104,44092.0,0.0,-171.0,1025.0,-210.0,-447.0,-99.0,0.1,-2.9,-0.4,D
57,345169,44098.0,-17.0,-166.0,988.0,-205.0,-442.0,-94.0,-2.0,-1.3,0.4,D
58,345283,44105.0,-19.0,-165.0,1028.0,-199.0,-441.0,-94.0,-0.6,-4.7,2.3,D
59,345283,44111.0,-19.0,-165.0,1028.0,-208.0,-454.0,-91.0,-0.6,-4.7,2.3,D
1,394634,50286.0,144.0,-280.0,944.0,-238.0,-483.0,-49.0,5.2,11.2,4.3,D
2,394693,50292.0,148.0,-279.0,956.0,-237.0,-469.0,-55.0,5.3,11.8,3.5,D
3,394753,50298.0,141.0,-274.0,969.0,-240.0,-475.0,-61.0,6.7,10.7,3.2,D
4,394783,50305.0,131.0,-270.0,976.0,-238.0,-474.0,-67.0,6.2,9.3,3.4,D
5,394844,50311.0,149.0,-262.0,1007.0,-238.0,-468.0,-66.0,8.4,7.0,1.8,D
6,394904,50317.0,140.0,-254.0,990.0,-235.0,-472.0,-66.0,4.9,6.9,2.3,D
7,394932,50323.0,124.0,-250.0,1000.0,-235.0,-472.0,-66.0,3.4,6.2,3.1,D
8,394994,50330.0,114.0,-247.0,972.0,-243.0,-469.0,-66.0,3.5,7.8,1.8,D
9,395054,50336.0,113.0,-237.0,967.0,-229.0,-469.0,-61.0,6.8,2.8,2.0,D
10,395083,50342.0,111.0,-234.0,994.0,-244.0,-466.0,-66.0,6.5,5.1,1.7,D
11,395144,50348.0,97.0,-239.0,973.0,-253.0,-462.0,-70.0,1.6,8.6,3.1,D
12,395205,50355.0,111.0,-233.0,1003.0,-244.0,-462.0,-76.0,5.8,4.2,1.7,D
13,395331,50361.0,110.0,-233.0,995.0,-244.0,-459.0,-76.0,3.2,0.6,2.3,D
14,395352,50367.0,94.0,-232.0,1014.0,-244.0,-460.0,-67.0,0.7,4.2,2.3,D
15,395362,50373.0,91.0,-235.0,993.0,-243.0,-463.0,-78.0,-2.8,3.2,3.7,D
16,395444,50386.0,82.0,-236.0,975.0,-246.0,-459.0,-73.0,0.6,0.9,2.9,D
17,395445,50380.0,76.0,-232.0,962.0,-243.0,-459.0,-81.0,-3.9,2.3,4.5,D
18,395504,50392.0,77.0,-229.0,1004.0,-244.0,-453.0,-79.0,0.7,-0.8,4.2,D
19,395533,50398.0,86.0,-226.0,990.0,-229.0,-457.0,-84.0,-5.2,0.9,5.3,D
20,395594,50405.0,73.0,-235.0,901.0,-237.0,-450.0,-82.0,-6.4,4.8,6.8,D
21,395654,50411.0,74.0,-236.0,926.0,-241.0,-457.0,-78.0,4.9,-1.4,2.5,D
22,395683,50417.0,81.0,-249.0,970.0,-243.0,-460.0,-76.0,2.1,0.7,2.2,D
23,395744,50423.0,86.0,-231.0,985.0,-240.0,-456.0,-76.0,-0.9,0.2,1.4,D
24,395805,50430.0,96.0,-219.0,1038.0,-229.0,-457.0,-69.0,6.4,0.0,5.7,D
25,395837,50436.0,84.0,-212.0,965.0,-238.0,-463.0,-66.0,7.3,-5.6,5.9,D
26,395894,50442.0,89.0,-207.0,1029.0,-246.0,-454.0,-69.0,10.2,-5.0,9.3,D
27,395954,50448.0,78.0,-217.0,966.0,-247.0,-462.0,-75.0,1.9,9.0,12.6,D
28,395983,50455.0,32.0,-234.0,931.0,-235.0,-459.0,-73.0,4.9,9.7,7.4,D
29,396044,50461.0,37.0,-227.0,1009.0,-243.0,-451.0,-72.0,13.2,10.9,3.9,D
30,396105,50467.0,36.0,-219.0,1034.0,-250.0,-451.0,-67.0,11.8,1.5,0.2,D
31,396133,50473.0,85.0,-175.0,1022.0,-241.0,-447.0,-70.0,16.4,2.0,1.0,D
32,396194,50480.0,81.0,-156.0,1044.0,-249.0,-457.0,-58.0,11.6,-1.4,3.7,D
33,396254,50486.0,69.0,-141.0,1032.0,-256.0,-457.0,-61.0,16.4,-9.3,3.0,D
34,396283,50492.0,114.0,-141.0,1051.0,-255.0,-460.0,-57.0,3.5,-1.9,6.8,D
35,396344,50498.0,83.0,-155.0,1008.0,-244.0,-457.0,-70.0,3.0,1.2,11.2,D
36,396405,50505.0,61.0,-159.0,917.0,-234.0,-466.0,-63.0,3.9,3.8,12.6,D
37,396433,50511.0,64.0,-150.0,1005.0,-238.0,-453.0,-66.0,10.9,4.8,10.4,D
38,396494,50517.0,49.0,-151.0,1064.0,-238.0,-450.0,-63.0,13.4,5.2,10.1,D
39,396554,50523.0,27.0,-144.0,1030.0,-237.0,-462.0,-60.0,5.3,4.4,10.2,D
40,396583,50530.0,-29.0,-150.0,1051.0,-235.0,-459.0,-58.0,4.4,0.9,5.8,D
41,396644,50536.0,40.0,-138.0,1008.0,-235.0,-453.0,-66.0,1.1,-1.4,-0.4,D
42,396705,50542.0,44.0,-132.0,1019.0,-228.0,-454.0,-69.0,-1.4,-0.1,-0.8,D
43,396733,50548.0,29.0,-124.0,997.0,-237.0,-454.0,-66.0,-1.0,-0.1,-2.4,D
44,396794,50555.0,53.0,-119.0,1010.0,-232.0,-451.0,-61.0,1.0,-1.4,-2.5,D
45,396854,50561.0,37.0,-125.0,1028.0,-241.0,-453.0,-64.0,-0.7,-2.3,-2.1,D
46,396904,50567.0,55.0,-127.0,1030.0,-241.0,-465.0,-60.0,-4.6,-0.7,-2.1,D
47,396944,50573.0,52.0,-132.0,1007.0,-243.0,-453.0,-64.0,-5.8,-3.5,-2.5,D
48,397004,50580.0,56.0,-136.0,982.0,-234.0,-459.0,-73.0,-3.7,-3.2,-1.7,D
49,397033,50586.0,68.0,-139.0,999.0,-247.0,-459.0,-54.0,0.0,-5.5,-3.7,D
50,397093,50592.0,75.0,-134.0,978.0,-249.0,-459.0,-61.0,0.5,-2.0,-2.8,D
51,397154,50598.0,75.0,-138.0,1003.0,-253.0,-460.0,-60.0,2.5,-0.8,-1.6,D
52,397183,50605.0,67.0,-134.0,1003.0,-253.0,-459.0,-55.0,0.0,0.4,-0.9,D
53,397244,50611.0,72.0,-123.0,1020.0,-252.0,-457.0,-58.0,1.3,-1.1,0.0,D
54,397303,50617.0,69.0,-129.0,1014.0,-253.0,-460.0,-55.0,0.2,-1.8,0.9,D
55,397333,50623.0,74.0,-132.0,1012.0,-246.0,-460.0,-64.0,-0.7,-0.2,2.1,D
56,397394,50630.0,75.0,-134.0,1002.0,-246.0,-462.0,-64.0,-2.5,-0.4,1.7,D
57,397453,50636.0,68.0,-136.0,984.0,-247.0,-454.0,-70.0,-0.5,0.3,0.0,D
58,397483,50642.0,73.0,-132.0,1008.0,-246.0,-462.0,-60.0,1.6,-0.4,-0.2,D
59,397543,50648.0,58.0,-134.0,1007.0,-249.0,-465.0,-66.0,1.9,-0.2,-0.1,D
60,397603,50655.0,65.0,-137.0,1035.0,-249.0,-465.0,-61.0,0.5,-0.7,0.3,D
61,397633,50661.0,65.0,-143.0,1001.0,-253.0,-459.0,-58.0,-2.8,-1.4,0.4,D
62,397693,50667.0,73.0,-137.0,1011.0,-253.0,-462.0,-60.0,-0.2,-2.1,0.0,D
63,397753,50673.0,76.0,-137.0,986.0,-246.0,-462.0,-58.0,1.8,-3.2,-1.1,D
64,397783,50680.0,61.0,-136.0,988.0,-253.0,-450.0,-63.0,7.2,-13.0,-4.4,D
65,397843,50686.0,109.0,-130.0,1036.0,-258.0,-462.0,-57.0,7.3,-12.3,-4.5,D
66,397904,50692.0,96.0,-132.0,1023.0,-268.0,-463.0,-49.0,2.4,-9.0,-1.5,D
67,397933,50698.0,134.0,-120.0,1041.0,-270.0,-462.0,-55.0,-4.3,-5.5,0.4,D
68,397993,50705.0,130.0,-114.0,1025.0,-258.0,-460.0,-43.0,-8.8,-0.3,1.9,D
1,432254,54986.0,14.0,-134.0,1023.0,-229.0,-457.0,-75.0,-3.0,4.2,7.7,D
2,432283,54992.0,-27.0,-148.0,883.0,-223.0,-463.0,-73.0,-3.7,6.4,6.0,D
3,432344,54998.0,-5.0,-136.0,974.0,-223.0,-451.0,-75.0,-3.7,6.4,6.0,D
4,432405,55005.0,-4.0,-142.0,992.0,-225.0,-457.0,-76.0,10.2,5.9,0.6,D
5,432434,55011.0,-5.0,-134.0,1055.0,-226.0,-451.0,-76.0,13.5,3.9,-2.5,D
6,432495,55017.0,13.0,-111.0,1091.0,-237.0,-450.0,-78.0,11.2,-2.0,-3.5,D
7,432555,55023.0,43.0,-94.0,1092.0,-249.0,-450.0,-73.0,0.6,-1.1,0.9,D
8,432583,55030.0,25.0,-98.0,1007.0,-235.0,-457.0,-75.0,-4.9,-3.0,2.2,D
9,432645,55036.0,31.0,-107.0,989.0,-241.0,-456.0,-70.0,-7.9,0.2,6.3,D
10,432705,55042.0,-8.0,-139.0,960.0,-235.0,-450.0,-73.0,-4.0,0.3,5.0,D
11,432733,55048.0,-24.0,-140.0,970.0,-237.0,-450.0,-70.0,0.0,0.1,1.4,D
12,432797,55055.0,-21.0,-133.0,1009.0,-235.0,-453.0,-79.0,0.0,0.1,1.4,D
13,432855,55061.0,-2.0,-111.0,1025.0,-235.0,-453.0,-79.0,0.2,0.0,-0.7,D
14,432883,55067.0,19.0,-110.0,997.0,-235.0,-444.0,-76.0,0.4,1.1,2.5,D
15,432944,55073.0,32.0,-105.0,1004.0,-232.0,-451.0,-70.0,-0.2,0.1,1.7,D
16,433004,55080.0,9.0,-111.0,993.0,-237.0,-445.0,-70.0,0.7,0.2,2.1,D
17,433052,55086.0,22.0,-109.0,1002.0,-238.0,-457.0,-70.0,0.9,1.4,1.7,D
18,433094,55092.0,7.0,-112.0,1031.0,-238.0,-457.0,-70.0,0.7,0.0,2.7,D
19,433153,55098.0,10.0,-117.0,1012.0,-237.0,-453.0,-72.0,-1.0,-1.0,3.5,D
20,433183,55105.0,-8.0,-139.0,1000.0,-228.0,-450.0,-81.0,-2.3,0.3,3.2,D
21,433244,55111.0,-1.0,-141.0,990.0,-228.0,-450.0,-81.0,-0.7,-1.1,1.8,D
22,433306,55117.0,-5.0,-129.0,1001.0,-238.0,-456.0,-78.0,-1.0,-0.8,0.9,D
23,433337,55123.0,4.0,-108.0,984.0,-232.0,-451.0,-78.0,0.7,-0.5,0.0,D
24,433394,55130.0,19.0,-101.0,1014.0,-226.0,-454.0,-79.0,3.1,-2.8,0.3,D
25,433455,55136.0,32.0,-103.0,1015.0,-231.0,-453.0,-73.0,0.0,-0.2,1.8,D
26,433483,55142.0,33.0,-120.0,1011.0,-238.0,-456.0,-76.0,0.1,-1.1,2.4,D
27,433544,55148.0,25.0,-122.0,990.0,-234.0,-451.0,-85.0,0.0,-0.1,1.9,D
28,433605,55155.0,9.0,-122.0,1015.0,-231.0,-457.0,-81.0,1.6,-0.9,1.4,D
29,433633,55161.0,-18.0,-121.0,1016.0,-232.0,-453.0,-82.0,-0.4,0.1,1.9,D
30,433693,55167.0,2.0,-112.0,1019.0,-244.0,-459.0,-76.0,-0.9,-1.6,1.8,D
31,433761,55173.0,0.0,-119.0,1013.0,-244.0,-459.0,-76.0,-2.1,-2.0,2.3,D
32,433783,55180.0,4.0,-125.0,1008.0,-234.0,-460.0,-72.0,-4.1,-0.4,2.3,D
33,433843,55186.0,31.0,-131.0,1027.0,-237.0,-453.0,-84.0,-3.1,-1.9,1.6,D
34,433904,55192.0,5.0,-144.0,986.0,-231.0,-459.0,-75.0,-3.5,-1.8,1.4,D
35,433933,55198.0,36.0,-128.0,1017.0,-232.0,-459.0,-73.0,-1.6,-2.3,0.3,D
36,433994,55205.0,42.0,-118.0,1025.0,-229.0,-457.0,-84.0,-1.6,-1.4,2.7,D
37,434053,55211.0,72.0,-120.0,1007.0,-232.0,-453.0,-78.0,-3.2,-4.5,1.9,D
38,434083,55217.0,30.0,-140.0,1002.0,-241.0,-459.0,-73.0,-1.1,-4.8,6.1,D
39,434144,55223.0,23.0,-139.0,978.0,-225.0,-462.0,-79.0,2.1,-6.0,5.3,D
1,1994731,261140.0,-95.0,-927.0,-128.0,333.0,-205.0,-226.0,-0.4,-4.0,1.7,D
2,1994792,261146.0,-29.0,-927.0,-116.0,337.0,-210.0,-216.0,1.4,-1.7,-0.2,D
3,1994852,261153.0,-41.0,-937.0,-65.0,330.0,-204.0,-225.0,4.7,-9.5,-1.7,D
4,1994881,261159.0,-93.0,-982.0,-103.0,321.0,-205.0,-225.0,2.9,-7.2,6.5,D
5,1994942,261165.0,-99.0,-974.0,-87.0,325.0,-204.0,-234.0,7.2,-7.4,1.2,D
6,1995002,261171.0,-8.0,-965.0,-107.0,324.0,-216.0,-237.0,6.0,-3.7,1.1,D
7,1995031,261178.0,-61.0,-988.0,-104.0,321.0,-202.0,-240.0,8.6,-4.3,-2.8,D
8,1995092,261184.0,-63.0,-987.0,-98.0,312.0,-205.0,-249.0,7.4,-3.9,1.8,D
9,1995152,261190.0,-83.0,-1015.0,-48.0,315.0,-211.0,-256.0,13.4,-9.3,-1.1,D
10,1995181,261196.0,-42.0,-1009.0,-42.0,307.0,-216.0,-261.0,10.2,-3.2,-1.4,D
11,1995242,261203.0,-77.0,-1009.0,-12.0,303.0,-213.0,-274.0,2.8,2.1,5.3,D
12,1995302,261209.0,-55.0,-933.0,-15.0,306.0,-211.0,-262.0,3.7,-1.5,3.1,D
13,1995332,261215.0,-78.0,-985.0,-64.0,306.0,-204.0,-265.0,9.5,-1.8,3.5,D
14,1995391,261221.0,-76.0,-992.0,4.0,298.0,-207.0,-276.0,10.3,3.5,-4.0,D
15,1995454,261228.0,-7.0,-955.0,-40.0,301.0,-216.0,-279.0,8.3,0.4,-6.3,D
16,1995481,261234.0,-87.0,-971.0,-56.0,298.0,-214.0,-280.0,5.8,-2.5,-2.4,D
17,1995541,261240.0,-95.0,-995.0,7.0,297.0,-220.0,-286.0,13.9,-4.9,-8.4,D
18,1995601,261246.0,-69.0,-1001.0,50.0,285.0,-223.0,-286.0,-2.2,10.8,-8.3,D
19,1995631,261253.0,-14.0,-992.0,40.0,294.0,-226.0,-286.0,-6.0,4.8,-10.8,D
20,1995692,261259.0,-92.0,-1029.0,-59.0,306.0,-226.0,-282.0,-3.9,3.6,-14.9,D
21,1995752,261265.0,-22.0,-1027.0,-1.0,289.0,-234.0,-279.0,-3.2,10.8,-15.2,D
